bedrooms;bathrooms;sqft_living;sqft_lot;floors;condition;yr_built;price
4;2;2970;52567;2;3;1924;665000
5;2.5;3050;13212;1;4;1975;707000
4;1.75;1630;8000;1;3;1959;215000
3;2.25;1620;6415;2;4;1989;275000
4;2.25;2170;8240;2;4;1983;648000
4;2.5;2150;8173;2;3;1987;415000
3;2;1770;1800;3;3;1999;690000
4;2.75;2110;13260;1;4;1979;320000
3;1.75;1590;8285;1;4;1956;750000
3;2.25;1370;1524;3;3;2005;355000
3;1.75;1390;7399;1;4;1975;246000
3;1.75;1640;10464;1;4;1968;1155000
3;2.5;2670;12187;2;3;1986;744000
3;3.75;5400;24740;2;3;1997;1210000
3;2;1690;6750;1;3;1977;217000
3;2.5;2600;5100;2;3;1998;583000
2;1.5;1400;5000;1;4;1904;515000
4;1.75;2140;8000;1;4;1965;594000
3;1.5;1640;5650;1;3;1952;303100
3;1.75;1720;15225;1;4;1970;430000
5;3.25;3060;11778;2;3;2004;708000
3;1;1150;7260;1;3;1959;221000
3;2.5;2000;7205;2;3;1998;325000
0;0;4810;28008;2;3;1990;1295650
3;1.75;1560;5950;1;4;1944;385000
3;2.5;2070;4689;2;3;2013;359500
3;2;1920;7200;1;3;1984;433000
2;1;1000;4950;1;3;1948;525000
3;2;1690;10062;1;5;1928;356200
4;2;3090;87120;1;4;1974;595000
4;1.5;1790;3420;1;4;1923;560000
4;3;4750;21701;1.5;5;1976;2175000
4;2;2090;4000;1;3;1951;513000
2;1;680;2550;1;4;1901;365000
4;1.75;2100;11942;1;3;1964;368000
4;2.75;2840;4000;1.5;5;1912;870000
3;2.25;1470;6808;1;3;1984;225000
4;4.5;4490;24767;2;3;1998;1387000
3;1.75;1150;8079;1;4;1983;177000
3;1.5;1460;9879;1;3;1956;465000
4;2.75;3150;6343;1;3;1976;750000
3;1;1090;2800;1;3;1969;149000
3;2.5;2670;47480;2;3;1981;605000
3;2;2110;5800;1.5;4;1927;725000
4;2.25;1770;5236;2;3;2007;413900
3;1.5;1510;6600;1;3;1938;199950
1;1;530;13679;1;4;1949;400000
3;1.5;2420;5000;2;4;1925;870000
5;2.5;2490;7666;1;4;1989;292000
3;1;990;8012;1;4;1966;225000
4;2;1730;9139;2;3;1957;466750
2;1.5;1440;11954;1;4;1978;330000
7;2.25;3260;8145;2;5;1967;770000
4;2.25;1950;7000;1;3;1957;802500
5;2.5;2740;5400;2;3;2005;378800
3;2.75;2940;12487;2;3;1997;795000
3;2;1200;7320;1;3;1955;460000
3;2.5;2070;10908;2;3;1986;567000
3;1.75;1570;15570;1;3;1981;209950
2;1;1050;60113;1;4;1943;415000
4;1.5;1830;6985;1;3;1967;424500
2;1;970;12500;1;3;1941;261000
3;2.5;2200;9696;2;3;1987;365000
4;2;1930;3240;1.5;4;1911;631000
5;5.5;7050;42840;1;4;1978;3800000
3;2.5;1790;3962;2;3;1992;584000
3;1.75;1560;82328;1;3;1974;310000
4;2.5;2780;7985;2;4;1992;717000
3;1.5;1720;8100;2;3;1907;667000
3;1;1640;8100;1;3;1939;190000
3;2;1730;9000;1;3;1978;430000
2;1;740;7380;1;4;1951;213000
3;2.5;2280;3710;1;3;1990;475000
2;2.75;2090;23962;2;4;1988;649000
3;2.5;2550;13458;2;3;1990;715000
4;3.5;3350;19487;1;3;1992;845000
3;2.5;2770;8820;1;3;1980;390000
4;3;2860;5724;1;3;1983;390000
4;1.75;1990;7194;1;4;1978;328000
3;2.75;1740;8436;1;3;1967;239999
3;2;1460;7740;1;3;1968;225000
3;1.75;3670;11884;1;4;1979;920000
4;2.75;3270;9231;2;3;1995;940000
3;1;1210;4872;1;4;1949;465000
3;2;1770;7000;1;3;1986;241000
4;2.5;1980;5909;2;3;2003;307550
4;2.5;2650;9627;1;4;1976;490000
4;2.5;3040;6887;2;3;1999;647000
4;2.75;3640;231739;1.5;3;1999;780000
3;2.5;1810;4332;2;3;1992;517500
3;2;1380;8682;1;4;1966;295000
4;1.5;1810;3400;2;3;1926;560000
5;2;2250;5472;1.5;5;1930;319450
4;3.25;3860;7199;2;3;2005;1500000
4;3;2380;20277;1;3;1999;340000
3;1;1370;11658;1;4;1958;249950
3;1;1830;3000;1.5;3;1926;499950
4;1.75;1440;13296;1;4;1967;1038000
4;2.5;2510;17200;1;4;1977;750000
4;2.5;3230;256132;2;3;2006;875000
3;1.75;1670;7210;1;5;1967;678000
2;1;780;4200;1;3;1920;360000
3;1;1720;16552;1;4;1971;354900
5;2.5;2260;10087;1;3;1967;632000
3;1.75;1480;9375;1;4;1957;350000
3;4;2550;3900;2;3;1940;990000
4;3.25;3920;881654;3;3;2002;1650000
4;2.5;2286;8269;2;3;2002;481000
3;2.5;1500;5412;1;5;1920;485000
3;2.5;1740;4960;2;3;1992;477000
5;2.5;2880;9000;1;5;1966;560000
6;3;2600;9350;1;4;1963;600000
5;2.75;3320;23760;2;4;1975;622500
2;2.25;1660;2128;2;4;1974;410000
3;2.5;1990;3644;2;3;2010;318200
3;2;1680;8424;1;3;1993;289000
3;1.75;1570;7775;2;3;1982;263000
3;1;1150;4825;1;4;1957;240000
3;1;1270;7500;1;3;1953;281500
3;3.5;1890;1710;2;3;1999;587206
2;2.25;1350;1248;2;3;2000;482000
3;1.75;1650;9500;1;3;1967;485000
3;2.5;1450;11480;2;3;1990;309000
3;2.25;1640;7350;1;3;1984;221000
3;2.5;2030;8398;2;4;1975;700000
5;3;2420;7740;1;5;1929;411500
4;3.5;2770;10505;2;3;1940;285000
4;3;1980;7931;1;4;1983;395000
2;1.75;1460;7926;1;4;1987;237950
3;2.5;1610;8064;1;4;1981;680000
2;1;1010;10057;1;3;1961;199950
4;3.5;2760;4000;2;3;1926;765000
2;1;1060;4960;1;3;1926;515000
3;1.5;1510;8000;1;4;1956;470000
2;1;880;4000;1;3;1937;330000
3;2.5;2150;9375;1;3;1968;284000
3;2.5;1660;8125;1;3;1999;295000
4;2.5;2160;10987;1;4;1981;555000
3;1;1370;8162;1.5;3;1949;350000
3;2.25;1460;5818;1;3;1986;240000
3;1.5;1450;7000;1;3;1955;419900
3;2;1560;6300;1;3;1924;528000
4;2.5;2480;9869;1;4;1963;481000
2;1;740;5995;1;4;1949;304700
4;2.5;2927;12171;2;3;1998;715000
4;2.75;2260;12005;1;4;1956;738950
3;1.5;1240;9405;1;4;1966;215000
6;2;2040;10812;1;4;1943;300000
3;1.75;1270;8100;1;3;1950;346000
4;3.5;4370;37193;2;3;1996;473000
3;1.75;1700;6120;1;3;1952;500000
2;1.5;1300;7632;1;3;1943;750000
4;2;1820;9350;1;4;1967;519900
2;1;880;6171;1;4;1949;378500
3;1.75;1870;12381;1;4;1957;314500
3;1.5;1350;9315;1;3;1968;499950
5;3.5;4870;7700;2.5;5;1929;1735000
3;2.5;2460;38794;2;3;1999;630000
4;1.5;1720;6417;1;3;1953;360000
2;1.5;2730;19877;1;4;1976;460000
3;1;1100;4046;1.5;4;1922;361000
3;2.25;1810;9845;1;4;1959;713400
2;1;930;3150;1;5;1918;445000
4;1.5;1590;131551;1;4;1966;305000
3;2.75;2710;9204;1.5;3;1975;1430000
3;1;1460;8400;1;4;1962;222000
5;3.25;3400;4499;2;3;2005;510000
5;3;2920;11440;2;3;2003;500000
2;1;910;3600;1;4;1909;605000
3;2;1320;10720;2;3;1981;393000
4;2.5;2490;5170;2;4;2000;725000
3;1.75;2220;11646;1;3;1950;320000
4;1.5;1130;7840;1;4;1970;210000
4;2.5;2750;5767;2;3;2005;419900
4;2.5;2240;4447;2;3;2006;410000
3;2.25;2680;10440;1;3;1963;721000
2;2;1270;5500;1.5;4;1921;605000
3;1.75;1520;5500;1.5;5;1936;738000
6;3;2480;12000;2;3;1972;725000
2;1;960;20954;1;3;1977;255000
3;2.25;1340;873;3;3;2009;303000
3;2.5;1090;7700;1;4;1957;394950
4;3;2240;5580;2;5;1949;530000
4;2.5;3740;8700;1;3;2004;475000
4;2.5;1800;8100;2;3;1998;250000
3;1;780;3540;1;2;1920;180000
2;1;1330;4140;1;4;1919;443500
4;2;1900;76877;1;3;2004;390000
4;1.75;1570;7650;1;3;1975;430000
5;4.5;3100;7260;2;3;1963;460000
3;3.5;2740;3785;2;3;2001;660000
3;1.75;1570;10939;1;3;1974;515000
3;2;1330;6490;1;4;1954;482500
2;1.5;1140;2980;2;3;1988;305000
4;2.75;1550;4000;1.5;3;1930;835000
3;2;1290;7952;1;3;1998;237000
2;1.5;1510;2001;2;4;1985;445000
4;2.5;2720;8000;1;4;1955;710000
3;1;840;5700;1;4;1945;180000
3;2.5;1850;8770;2;3;1996;280017
4;2.5;2290;11173;2;4;1988;436500
4;2.5;3200;7535;2;3;2006;1255000
3;2.25;1800;9800;1;4;1959;420000
3;1;860;7467;1;3;1944;205000
3;1.5;1980;10203;1;4;1946;570000
4;1.75;2140;7102;1;4;1948;565000
2;2.5;2410;7500;1;3;1978;287000
4;1.75;1650;7276;1;3;1977;260000
4;1.75;1650;7276;1;3;1977;470000
3;2.5;2410;9916;2;4;1989;700000
3;1.75;1520;7500;1;3;1985;249000
3;1.75;2050;3520;1;4;1977;568000
4;1;1720;4011;1.5;4;1904;500000
5;2.5;2390;8775;1;4;1980;358000
3;2.5;1680;6755;2;3;1994;225000
3;1;1060;7246;1;4;1981;275500
3;2.5;1860;3150;2;3;2001;495000
5;2.25;1750;5000;1;3;1940;758800
3;1.75;1480;8165;1;4;1985;280000
3;2.5;1900;7361;2;3;1994;380500
7;4.5;6210;8856;2.5;5;1910;3200000
3;1.75;1440;12888;1;3;1958;260000
4;2.5;1910;1502;3;3;2014;630000
3;2;2010;4000;1;5;1915;875000
3;1;960;4600;1.5;4;1927;457500
2;1;1240;5500;1;3;1954;900000
2;2;870;6450;1;4;1954;235000
3;2;1400;45738;2;4;1981;410000
3;3;1850;9600;1;3;1981;355000
4;4;4270;6002;2;3;2004;1300000
3;1.75;2260;8512;1;3;1948;467500
4;4.5;2690;7350;1.5;5;1949;500000
4;3.5;2780;9550;2;5;1978;995000
3;1;1140;8144;1;3;1956;277000
4;2.25;2900;9680;2;3;1947;630000
5;2.75;2830;11795;1;4;1960;628000
5;2.5;2560;46786;2;3;1995;655000
2;1;1240;9900;1;3;1950;170000
4;2.5;2100;10750;1;4;1967;352500
4;2.75;3120;34040;2;3;1997;615000
3;1;970;6600;1;3;1965;165000
4;2.5;2300;15188;2;4;1966;243500
2;1.5;950;676;2;3;2003;304000
3;1.5;2110;5195;1;3;1959;369000
4;2.75;2990;4298;2;3;2014;779950
4;2.25;2940;48788;1;5;1961;605000
4;2.5;1860;8709;2;3;1994;292500
2;1.75;1820;6050;1;3;1950;500007
4;2.5;1950;4947;2;3;2000;449999
4;2.5;1890;7867;2;3;1996;355000
4;3;2710;7199;1;4;1967;258000
4;2.25;2150;20181;1;3;1963;380000
4;3;3720;57499;1;3;2003;650000
4;2.5;2580;11780;2;3;2003;456500
4;2;1540;10212;1.5;5;1948;259950
2;1;1050;6600;1.5;3;1964;123000
3;2.25;1210;1250;3;3;2014;520000
4;2.25;2040;12000;1;4;1963;506000
3;1;980;4800;1.5;3;1926;425000
5;2.5;1990;6840;2;4;1974;438000
4;2.5;2420;18480;1;4;1967;1490000
4;2;1240;3000;1;3;1908;375000
3;2.25;1530;6600;1;4;1968;337500
4;2.25;2080;7700;1;3;1968;300000
5;3.25;3570;5425;2;3;2005;627000
5;4.25;4230;6907;2;3;2008;1400000
4;2.5;2700;10160;2;3;1988;674725
3;2.75;2200;7000;1;4;1977;325000
5;2;1210;12538;2;3;1982;230000
5;1.75;2140;43124;1;4;1962;485000
4;2.5;2740;8400;1.5;3;1993;315000
3;2.75;1370;1193;3;3;2003;560000
4;3;2800;7198;2;3;2002;444000
3;1.5;1060;7488;1;5;1977;325000
2;1;790;7153;1;4;1944;118125
2;1;790;7153;1;4;1944;212000
4;2.5;2820;5056;2;3;2006;428900
3;2;1850;9600;1;3;1968;510000
3;1.5;1110;9762;1;4;1963;416000
4;3;3230;438213;2;3;1999;950000
3;1.5;1460;7140;1;4;1980;204000
6;8;12050;27600;2.5;4;1910;7700000
4;2.5;3480;13421;2;3;1995;878000
4;3;3560;4000;3;3;1996;1045000
2;1;840;5551;1;3;1952;350000
3;1.75;1820;5500;1;4;1957;659500
3;2.5;1630;15200;1;3;1988;395000
4;2.5;1920;8562;2;4;1994;308950
3;2;1750;2550;1;3;1955;410000
4;3;2750;7500;1;5;1966;710000
1;1;620;8685;1;4;1976;175000
3;2;1720;10098;1;4;1981;508800
3;3;1800;5000;1.5;3;1929;606400
3;1.75;1300;7958;1;3;1996;245100
3;2.5;1970;14876;1;3;1981;540000
3;1.5;1740;9046;1;3;1956;415000
4;2.75;1930;13041;1;4;1980;469500
3;1.75;1190;14777;1;4;1965;195000
4;3.25;4250;12281;2;3;1996;1615000
4;3.5;4360;24603;2;3;1998;1450000
3;2.5;3420;16622;1;3;1991;1200000
4;3.75;4260;9800;2;3;2008;1065000
2;1;920;10000;1;4;1981;555500
3;1;1040;4000;1;3;1950;440000
3;1;1260;7250;1;3;1940;485000
3;2.5;2460;12028;2;3;1996;693000
3;1;830;3386;1;3;1942;295000
3;2.5;2060;10650;1;5;1976;700000
2;1.75;2210;9374;1;4;1951;767500
6;4.25;5480;189050;2;4;1991;800000
3;2;1860;217800;2;3;1998;440000
3;2.5;1350;187313;1;4;1997;600000
4;2.5;2790;5450;2;3;1925;1160000
2;1;1570;8210;1;4;1952;506000
4;1.75;2030;15400;1;3;1975;474950
3;2.5;2570;5500;1;4;1961;654000
2;1;1210;6000;1;4;1942;710000
4;2.25;1530;7845;1;4;1981;620000
3;2;1510;10827;2;3;1984;390000
3;2.25;1720;9600;1;4;1967;550000
3;1.75;2190;7021;1;4;1953;353000
4;2.5;3030;47958;1;3;1980;465000
3;2;1410;6600;1;4;1990;279900
2;1.75;1679;577605;2;3;2001;700000
4;1;1980;10350;1;4;1968;395000
4;2.5;1900;9428;2;3;1978;375000
4;1;1720;2800;1.5;4;1926;547000
5;3.25;2480;10277;2;5;1993;525000
3;1;1210;4731;1.5;3;1901;285000
2;1.75;1540;4025;1;4;1908;570000
3;2.5;2740;9168;2;3;1991;409000
4;2.5;1811;4381;2;3;2007;260000
4;2.5;2720;7697;1;4;1987;348000
4;1;1520;9800;1.5;4;1971;389000
4;2.75;2160;7200;1;4;1976;445000
3;1.75;1390;4602;1;3;1981;400000
4;2.5;1740;7895;2;3;1999;302000
3;2.5;2849;9588;2;3;2001;798000
2;1;1440;8842;1;3;1950;335000
4;2.5;3000;6892;2;3;2005;585000
4;4;3330;24354;1;4;1961;2500000
4;2.25;1720;2300;1;3;1940;555000
3;3;3920;13085;2;4;1996;3100000
3;2.5;1500;3060;2;3;1994;295000
4;1.5;2050;7100;1;3;1963;265000
4;2;1180;7275;1;3;1965;330000
4;1.5;1600;5750;2;4;1902;286000
3;2.5;1260;895;3;3;2009;305000
2;1;1290;5376;1;3;1945;970000
4;2;2680;14157;1;3;1966;525000
3;1.75;2370;9750;1;4;1979;355000
5;2.5;2310;8303;1;3;1975;469950
4;1;1450;8800;1;4;1954;435000
4;2.5;2680;7700;2;4;1990;363500
2;1.5;1030;4500;1;3;1924;595000
3;1;1320;11090;1;3;1955;275000
2;1;670;7952;1;4;1942;295000
3;2.25;2670;37089;2;3;1990;345000
3;2.25;2440;47916;2;3;1991;485000
5;2.5;3370;8113;2;3;2005;1245000
2;1;940;5413;1;3;1923;340500
3;1;1100;5132;1;3;1948;280000
3;2.25;2520;78408;2;3;1988;449888
2;1.75;1400;4720;1;4;1927;483000
3;1.75;1880;9360;1;4;1941;445500
5;3.5;2800;7350;2;3;1995;379900
4;3.5;2500;3080;2;3;2008;599950
3;1;810;5240;1;3;1942;215000
3;2.5;1720;6847;2;3;1987;263000
4;1;2170;12100;1;5;1961;565000
5;3;4530;258746;1.5;4;2003;950000
4;1;1440;8320;1.5;3;1946;395000
4;3.25;2850;4100;2;3;1908;1535000
4;2.5;2620;14126;1;4;1941;922000
3;2.5;1676;18778;2;3;1997;330000
4;3.75;5850;35070;2;4;1990;1525000
3;1.75;1910;8329;1;3;2004;323000
2;2;1670;4996;1;3;2004;554000
3;2;2050;11454;1;3;1987;500000
5;3.5;3730;16679;1;3;1990;775000
4;1.75;1800;5210;1;5;1979;340000
4;1.75;2230;6838;1;3;1985;560000
3;2.5;1670;5298;2;3;2002;304000
3;1;1400;10800;1;3;1962;279900
5;3;2110;10766;2;3;2005;315000
4;2;2160;6300;1.5;4;1928;849000
3;1.75;2420;14862;1;3;1977;325000
4;3.5;3320;8808;2;3;2005;786000
5;2.75;3220;8160;2;3;1999;384000
3;1.5;1340;6000;1.5;3;1927;907000
3;2.5;2490;23891;2;3;1993;700000
3;2;1640;8395;1;4;1991;269500
3;2.25;1420;7297;1;3;1984;269000
4;2.5;3340;123600;2;3;2005;749950
3;2.75;1580;4007;2;3;2001;325000
3;1.5;2170;16600;1;3;1979;1150000
3;1.5;1370;7853;1;4;1962;406000
4;2.5;2840;9354;2;3;1990;650000
3;1.75;1940;7500;1.5;4;1918;295000
4;2;1757;19370;1;5;1955;375000
2;1;980;5100;1;4;1907;395000
6;3;2470;9267;2;3;1982;609000
3;1.75;1610;11950;1;3;1984;510000
3;2.25;1590;11745;1;3;1978;190000
1;1;780;1033;1;3;1922;250000
3;1.5;720;7450;1;1;1924;295000
3;1.5;1630;4080;1.5;4;1927;740000
3;1;1590;7759;2;4;1912;323000
3;2.75;2310;1850;2;3;2011;713000
3;1.75;2320;6090;2;3;1939;1070000
3;1.75;1660;9900;2;3;1978;460000
3;1.75;2070;5000;1.5;3;1920;880000
4;1.75;2500;7000;1;3;1947;585000
2;1;940;8532;1;4;1959;249950
3;2.5;1990;3478;2;3;1990;450000
3;2.5;2620;14096;2;4;1989;450000
4;3.25;3730;7071;3;3;1985;1775000
3;3.25;1600;1298;3;3;1999;350000
3;2.5;2095;3438;2;3;2008;292500
4;2.75;4230;31747;2;4;1985;879000
4;2.5;3200;7500;1.5;5;1948;1184000
4;2.75;2050;17859;1;4;1967;584999
4;2.75;2020;8093;1;5;1961;366000
4;2.25;3270;15760;1;4;1974;987500
3;1;1320;7200;1;4;1959;300000
2;1.75;1270;7800;1;4;1981;299000
4;1.75;1980;2700;1.5;3;1931;560000
3;2.5;2620;51354;2;3;1998;695000
4;1.75;1750;18810;1;3;1977;360000
3;1;1040;8892;1;4;1958;183500
3;1.75;1900;3000;1.5;5;1903;311000
3;1.75;1660;7210;1;4;1977;263000
3;1.75;1530;7930;1;5;1986;269000
4;3.5;4280;9583;2;3;2005;1600000
4;2.5;2870;6658;2;3;2004;564000
3;2.5;2540;5612;2;3;1999;425000
4;2.75;2100;4480;1.5;4;1928;679000
3;2;1740;9300;1;4;1952;410000
4;2.5;2441;7316;2;3;2007;340000
3;1.75;1810;7200;1;5;1959;360000
3;1.5;2060;44866;1;3;1953;450000
4;2.75;3160;8429;1;4;1982;552000
4;2;2930;12840;1.5;4;1965;294000
2;1;1310;5200;1;3;1946;663500
6;4.5;4800;9097;2;3;2007;1975000
4;1.5;1450;5530;1;4;1969;175409
4;3;1900;9077;2;3;1954;459000
3;1;1050;5402;1.5;4;1906;339950
5;1.75;1610;15246;1;3;1936;393000
2;1;720;11400;1;5;1951;275500
3;1;1020;9835;1;5;1955;485000
3;1;1250;7920;1;4;1960;250000
4;3.5;3200;8049;1;3;1980;935100
3;1;990;9599;1;4;1959;245000
4;2.5;2850;25993;2;4;1989;670000
3;3.5;4240;21578;2;3;1994;1393000
4;1.75;2800;49149;1;4;1978;440000
2;2.5;2310;3313;2;3;2006;1248000
3;1.75;1490;8000;1;4;1978;203000
4;2.5;1840;4011;2;3;2005;583000
3;1;1740;9163;1;3;1954;575000
4;3.5;3280;3800;2;3;2011;2575000
5;3.5;4050;20925;2;3;1973;1600000
4;2.5;2160;8755;2;3;1993;312500
3;2.75;2720;31314;3;3;1986;455000
5;3;3650;16600;1;4;1978;1310000
4;2.25;1750;6120;1;3;1962;605000
3;2.25;2450;49658;1;3;1978;325000
3;1.75;1940;7306;1;3;1982;630000
4;3.75;3280;6000;2;3;2014;928950
3;1.75;2480;10804;1;3;1976;489950
3;2.25;2120;18255;1;3;1984;550000
3;2;1710;7920;1;3;1968;237000
3;2.5;1690;10113;1;3;1991;390000
3;2.5;2190;10370;2;3;1987;665000
4;3;1960;5160;1;3;2001;277000
3;1;1510;5000;1.5;3;1909;545000
3;2.5;1490;1410;2;3;2008;615000
3;1.75;2210;7920;1;3;1966;343000
4;2.5;2340;7877;2;3;2004;597000
3;1;940;19000;1;3;1945;600000
3;1.75;1470;6018;1;3;1987;479000
3;1.75;1650;14633;1;4;1958;292000
3;1.5;1400;6527;1;3;1957;265000
4;2.5;2710;49044;2;3;1988;623000
4;2.5;2150;39449;1;3;1978;486000
3;2;1900;8100;1;4;1940;520500
4;3.5;4380;74052;1;3;2001;1300000
4;1;2290;6300;1.5;4;1921;825000
3;1.75;1690;7953;1;3;1986;259900
5;2.75;3090;12031;1;5;1968;1170000
2;1;1120;5650;1;3;1904;245000
3;2.5;2680;4990;1;5;1951;830200
4;2.5;2400;7351;2;3;1990;650000
4;2;1610;6250;1;4;1952;305000
5;2.5;3470;12003;2;3;1978;599000
4;2.5;2070;6175;2;3;1993;272000
3;2.5;2420;10733;2;3;1996;415000
4;2.25;2380;7400;1;4;1979;319000
4;1.75;2120;15920;1;4;1960;425000
4;2.5;2190;8100;1;4;1978;297500
4;2.5;2740;12899;2;4;1990;725000
3;2.5;1830;7585;2;4;1995;325000
3;1.75;1370;8467;1;4;1972;460000
3;1;1000;10800;1;3;1959;396480
3;1;2050;4800;2;3;1922;1025000
3;2.75;1750;9166;1;4;1979;370000
3;1;1620;13803;1;4;1969;260656
3;2.5;1710;12677;2;3;1996;431000
3;1;1060;5000;1;3;1958;320000
3;2.75;2170;7900;1;4;1978;296500
4;2.5;3080;8451;1;3;1969;679000
3;3;1320;1071;2;3;2003;359000
4;3;1920;12040;1;3;1962;330000
4;2.5;2440;4000;2;3;2009;350000
3;1.5;1640;8922;1;4;1963;242000
3;2.5;2420;198198;2;3;1997;692500
2;1.5;1190;3400;1;3;1919;441000
4;2.5;2910;15016;2;3;1990;765000
2;1;1010;4050;1;3;1950;375000
3;1.75;2080;7800;1;5;1955;365000
2;1.5;1990;6000;1;3;1944;580000
4;3.5;3920;19088;1;3;2005;1605000
4;2.5;3080;13870;2;4;1981;841000
5;3;2670;11761;1;3;1981;515000
5;2.5;4320;107157;1;4;1967;565000
2;1.5;1200;6380;1;3;1929;365000
3;1.5;1640;7222;2;4;1908;295000
2;1;870;5750;1;4;1947;406500
3;2.5;2410;7225;2;3;1991;614905
5;2.25;2640;14959;1;4;1929;1398000
2;1;990;10556;2;3;1981;250000
5;1;1500;3978;2;3;1929;549000
4;2.5;1790;6590;2;3;2005;397000
3;1.75;1490;10125;1;4;1962;184000
4;3.25;3960;16224;2;3;1938;2500000
3;1.5;1620;5108;1;3;1954;499100
4;1.5;2270;6010;1;3;1954;676101
3;1;1150;8145;1;4;1932;290000
4;1.75;2180;7560;1;4;1962;390000
3;1;910;4500;1;3;1948;465000
3;2.75;2770;54707;1.5;3;1938;470000
3;1;940;7590;1;4;1959;435000
3;1.75;2410;8944;1;4;1967;415000
3;2;1010;2820;1.5;3;1905;450000
3;2.5;2120;196995;1;3;1997;645000
4;2;1530;6375;2;3;1942;231000
3;1.5;1810;100188;1;5;1969;358000
3;1;1040;11900;1;5;1972;330000
2;1.5;1160;1848;2;3;1972;229950
2;1.5;1430;8137;1;3;1934;403250
3;2.5;2280;6134;2;3;2004;470000
3;1;1200;7810;1;4;1967;239000
4;1.5;2480;6000;1;3;1955;579000
3;2;1270;1348;3;3;2003;380500
5;2.75;2730;6401;2;3;2015;614285
2;2;1340;1635;2;3;2003;376000
3;1;1240;9300;1;3;1954;290000
4;2.25;2400;7000;1;4;1965;487000
4;2;1220;7489;2;3;1903;935000
4;2.5;2163;5882;2;3;2006;255000
2;2.5;1860;3504;2;3;2000;380000
2;1;810;4368;1;3;1958;450000
3;2.5;1950;7481;2;3;1987;622000
3;2.25;1390;6004;2;3;1993;292500
4;3;2120;3600;2;4;1908;1320000
4;2;1510;3240;1;5;1901;410000
3;1.75;1010;5355;1;3;1950;160000
4;1.5;1840;4337;2;4;1917;809000
5;2.75;1650;5453;1;3;1970;183750
5;1.75;2860;12293;1;4;1947;411000
3;1.75;2650;5512;2;3;1984;1050000
2;1;1100;4160;1;3;1919;625000
3;2.25;1646;9519;2;3;1994;305000
4;4.5;5250;48352;2;3;1998;915000
3;1.5;1390;8300;1;4;1974;317000
2;1;780;6380;1;3;1947;165000
2;1;1490;6000;1;3;1946;575000
3;1;970;7742;1;4;1967;219900
4;3.25;3730;7200;2;3;2006;1485000
3;1;1090;9900;1;4;1955;300000
3;1.75;1940;219527;1;3;1991;520000
4;2.25;1780;8820;1;4;1966;310000
3;2;1190;6445;1;3;1996;322500
4;2.25;2000;10374;2;4;1967;320000
3;2.5;1390;4997;2;3;2004;440000
3;1;1500;4500;1;3;1938;578000
2;1.5;1070;877;3;3;2005;382000
3;2.5;1720;4006;2;3;1994;535000
4;2.5;3680;7236;2;3;2006;679000
3;2.25;1400;10436;1;4;1985;258900
3;1.5;1730;9509;2;3;1955;563000
5;3;2795;15101;2;3;1996;562000
4;1.75;2000;3750;1;5;1950;725000
3;2.5;1830;8372;2;3;1987;236775
4;3.5;3380;8098;1;5;1952;860000
3;1.5;1500;6337;1;5;1953;270000
4;2.75;1950;6930;1;4;1960;621000
3;2.5;2490;5928;2;3;1998;527900
4;2.25;1780;10748;2;4;1964;395000
3;2;1110;10500;1;5;1978;320000
4;2.5;2500;4750;2;3;2003;300000
3;1.75;1480;7225;1;4;1965;320000
3;2.25;2570;47480;1;3;1979;625000
2;1;810;5060;1;3;1941;505000
4;2.5;2700;10814;1;4;1966;300000
4;2.5;2180;9281;2;3;2004;363000
4;3.5;4330;15335;2;4;1988;1700000
4;3.5;4210;10308;2;3;2006;1146800
4;2.5;2880;9202;1;3;1977;680000
5;2.25;2610;4080;2;5;1909;678940
3;1.75;2010;8065;1;4;1984;299000
4;1.75;1500;11600;1;4;1955;379900
3;1;1290;6566;1;5;1976;205000
4;1;1320;4440;1.5;3;1929;387500
3;1;1290;4720;1;3;1948;256000
4;2.5;2440;11005;2;3;1994;548000
3;1.75;1290;4811;1;3;1996;163000
2;2;1030;600;2;3;2004;367500
3;2.25;1640;2875;2;3;1983;390000
4;2.5;1160;16008;1;4;1989;415000
4;2.25;2230;8440;2;4;1968;449000
5;2;1910;12264;1;4;1963;460000
4;2;1980;15354;1;3;1977;395000
3;2;1470;16500;1;3;1961;300000
3;1.75;1520;7439;1;4;1969;345000
3;1.75;1930;8442;1;4;1953;825000
3;2.5;1330;2180;3;3;2014;539950
4;2;1580;9581;1;3;1953;410000
3;1;1370;6000;1;3;1955;245000
4;2.75;3010;15750;1;4;1973;482000
3;1.75;1390;9000;1;4;1978;270000
3;1.75;1330;14560;1;3;1983;475000
3;2;1320;6500;1;3;1947;445800
4;3;2430;11670;1;4;1978;518000
2;0.75;1260;4800;1.5;4;1942;785000
3;2.5;1690;1310;2;3;2004;430000
4;1.75;3420;7200;1;5;1947;715000
3;1.5;2790;6900;1;3;1955;560000
3;1.75;1270;6600;1.5;5;1903;449000
4;2.5;2910;9000;2;3;1989;805000
3;2.5;1560;5845;2;3;2003;296000
2;1;770;4840;1;4;1927;275000
3;1.75;1770;16909;1;5;1977;419950
3;1.75;1100;1307;2;3;2008;285000
3;2.5;2890;8470;2;3;1996;775000
3;1.75;2110;15400;1;3;1963;288250
2;1.75;1220;2268;1;4;1909;257000
1;1;950;10585;1.5;3;1929;377000
