Genero;Edad;Altura;Peso;Antecedentes_sobrepeso;Fruta_diaria;Verduras_semanales;Metodo_transporte;IMC;Estado
Hombre;22;176;87;Si;1;5;Transporte_Publico;28.09;Sobrepeso
Hombre;45;162;71;Si;1;4;Coche;27.05;Sobrepeso
Hombre;29;152;54;Si;5;7;Coche;23.37;Normal
Mujer;35;170;61;Si;3;13;Transporte_Publico;21.11;Normal
Mujer;42;172;62;No;3;13;Transporte_Publico;20.96;Normal
Hombre;42;162;83;No;1;2;Coche;31.63;Obesidad
Hombre;21;194;91;No;4;7;Coche;24.18;Normal
Mujer;60;177;102;No;2;3;Transporte_Publico;32.56;Obesidad
Mujer;48;180;70;No;2;14;Transporte_Publico;21.6;Normal
Hombre;44;172;90;Si;2;2;Transporte_Publico;30.42;Obesidad
Hombre;55;198;82;No;4;12;Transporte_Publico;20.92;Normal
Mujer;23;166;55;Si;4;13;Transporte_Publico;19.96;Normal
Mujer;23;169;82;Si;2;4;Transporte_Publico;28.71;Sobrepeso
Hombre;25;161;52;No;3;7;Transporte_Publico;20.06;Normal
Hombre;39;166;48;Si;1;8;Transporte_Publico;17.42;Delgadez
Hombre;21;194;79;Si;3;11;Transporte_Publico;20.99;Normal
Hombre;27;171;88;Si;2;3;Transporte_Publico;30.09;Obesidad
Hombre;62;179;70;No;4;14;Transporte_Publico;21.85;Normal
Hombre;29;156;45;No;2;3;Transporte_Publico;18.49;Delgadez
Hombre;57;159;49;No;4;10;Coche;19.38;Normal
Hombre;40;169;78;Si;2;3;Coche;27.31;Sobrepeso
Hombre;53;160;47;Si;2;8;Coche;18.36;Delgadez
Hombre;23;155;51;No;4;11;Coche;21.23;Normal
Mujer;44;157;80;No;1;1;Coche;32.46;Obesidad
Mujer;18;173;86;No;1;6;Coche;28.73;Sobrepeso
Mujer;62;165;86;Si;0;3;Transporte_Publico;31.59;Obesidad
Mujer;46;194;108;No;2;3;Transporte_Publico;28.7;Sobrepeso
Mujer;62;197;97;No;5;11;Coche;24.99;Normal
Mujer;33;154;43;No;2;3;Coche;18.13;Delgadez
Mujer;27;155;52;No;5;9;Coche;21.64;Normal
Mujer;37;156;72;Si;2;5;Coche;29.59;Sobrepeso
Mujer;22;192;105;No;2;4;Transporte_Publico;28.48;Sobrepeso
Mujer;51;195;108;Si;1;3;Transporte_Publico;28.4;Sobrepeso
Mujer;42;174;73;No;4;8;Transporte_Publico;24.11;Normal
Mujer;38;157;82;No;2;4;Transporte_Publico;33.27;Obesidad
Hombre;53;155;35;Si;3;7;Transporte_Publico;14.57;Delgadez
Hombre;63;148;69;No;1;4;Transporte_Publico;31.5;Obesidad
Mujer;45;162;57;Si;4;13;Transporte_Publico;21.72;Normal
Mujer;40;150;37;No;2;6;Transporte_Publico;16.44;Delgadez
Mujer;42;197;99;Si;1;6;Transporte_Publico;25.51;Sobrepeso
Mujer;54;185;109;No;0;2;Transporte_Publico;31.85;Obesidad
Mujer;27;197;92;Si;4;7;Transporte_Publico;23.71;Normal
Mujer;43;164;69;Si;1;3;Transporte_Publico;25.65;Sobrepeso
Mujer;25;175;56;Si;2;6;Coche;18.29;Delgadez
Mujer;57;175;57;Si;4;11;Coche;18.61;Normal
Hombre;37;193;102;Si;1;6;Transporte_Publico;27.38;Sobrepeso
Hombre;47;170;86;Si;2;6;Transporte_Publico;29.76;Sobrepeso
Hombre;43;155;49;Si;2;14;Transporte_Publico;20.4;Normal
Hombre;46;152;32;No;3;9;Transporte_Publico;13.85;Delgadez
Mujer;65;158;38;No;1;5;Transporte_Publico;15.22;Delgadez
Mujer;45;196;92;No;2;12;Transporte_Publico;23.95;Normal
Mujer;36;189;81;No;3;8;Transporte_Publico;22.68;Normal
Mujer;40;161;74;Si;1;4;Transporte_Publico;28.55;Sobrepeso
Hombre;20;175;90;Si;1;3;Transporte_Publico;29.39;Sobrepeso
Hombre;23;155;48;Si;2;9;Transporte_Publico;19.98;Normal
Mujer;30;175;80;No;1;4;Coche;26.12;Sobrepeso
Mujer;55;162;73;Si;2;5;Coche;27.82;Sobrepeso
Hombre;54;154;56;No;3;7;Coche;23.61;Normal
Hombre;30;189;76;Si;4;13;Coche;21.28;Normal
Mujer;25;172;74;Si;1;6;Coche;25.01;Sobrepeso
Mujer;40;179;94;Si;2;5;Coche;29.34;Sobrepeso
Hombre;27;149;38;Si;2;3;Coche;17.12;Delgadez
Hombre;48;169;70;Si;4;8;Coche;24.51;Normal
Hombre;59;164;87;Si;2;2;Transporte_Publico;32.35;Obesidad
Hombre;58;182;71;Si;2;10;Transporte_Publico;21.43;Normal
Hombre;64;157;72;Si;2;4;Coche;29.21;Sobrepeso
Hombre;47;184;99;No;1;5;Coche;29.24;Sobrepeso
Hombre;57;164;84;Si;1;3;Transporte_Publico;31.23;Obesidad
Hombre;42;159;50;No;5;13;Transporte_Publico;19.78;Normal
Hombre;35;151;58;No;2;5;Transporte_Publico;25.44;Sobrepeso
Hombre;24;157;63;Si;1;4;Transporte_Publico;25.56;Sobrepeso
Hombre;23;190;110;Si;0;2;Coche;30.47;Obesidad
Hombre;39;182;89;No;1;5;Coche;26.87;Sobrepeso
Mujer;52;194;117;Si;1;4;Transporte_Publico;31.09;Obesidad
Mujer;45;191;71;No;4;9;Transporte_Publico;19.46;Normal
Mujer;64;186;104;No;1;2;Transporte_Publico;30.06;Obesidad
Mujer;56;148;65;No;1;6;Transporte_Publico;29.67;Sobrepeso
Mujer;46;150;70;Si;1;4;Transporte_Publico;31.11;Obesidad
Mujer;27;174;61;Si;5;7;Transporte_Publico;20.15;Normal
Mujer;59;149;66;No;2;4;Coche;29.73;Sobrepeso
Mujer;58;181;95;Si;1;6;Coche;29;Sobrepeso
Mujer;62;186;92;Si;1;5;Coche;26.59;Sobrepeso
Mujer;58;159;47;No;2;10;Coche;18.59;Normal
Hombre;63;174;62;Si;3;9;Coche;20.48;Normal
Hombre;32;146;70;No;2;4;Coche;32.84;Obesidad
Mujer;20;165;56;No;3;7;Transporte_Publico;20.57;Normal
Mujer;23;193;96;No;2;4;Transporte_Publico;25.77;Sobrepeso
Hombre;44;183;90;Si;2;6;Transporte_Publico;26.87;Sobrepeso
Hombre;57;178;65;Si;3;10;Transporte_Publico;20.52;Normal
Hombre;33;174;56;No;2;6;Transporte_Publico;18.5;Delgadez
Hombre;20;183;82;Si;4;13;Transporte_Publico;24.49;Normal
Mujer;62;185;79;No;3;11;Transporte_Publico;23.08;Normal
Mujer;37;174;55;No;3;4;Transporte_Publico;18.17;Delgadez
Hombre;65;153;55;Si;3;9;Transporte_Publico;23.5;Normal
Hombre;25;184;102;No;2;4;Transporte_Publico;30.13;Obesidad
Hombre;47;181;85;Si;2;3;Transporte_Publico;25.95;Sobrepeso
Hombre;18;193;94;Si;1;6;Transporte_Publico;25.24;Sobrepeso
Mujer;27;192;115;No;2;1;Transporte_Publico;31.2;Obesidad
Mujer;23;194;90;No;4;10;Transporte_Publico;23.91;Normal
Mujer;56;148;49;Si;2;13;Transporte_Publico;22.37;Normal
Mujer;48;182;84;Si;1;4;Transporte_Publico;25.36;Sobrepeso
Hombre;37;192;80;Si;3;13;Transporte_Publico;21.7;Normal
Hombre;53;190;77;Si;3;13;Transporte_Publico;21.33;Normal
Hombre;56;151;39;No;3;5;Transporte_Publico;17.1;Delgadez
Hombre;51;191;88;Si;2;13;Transporte_Publico;24.12;Normal
Hombre;59;160;55;Si;3;14;Transporte_Publico;21.48;Normal
Hombre;65;198;114;No;1;4;Transporte_Publico;29.08;Sobrepeso
Hombre;47;148;56;Si;1;6;Transporte_Publico;25.57;Sobrepeso
Hombre;40;186;66;No;2;9;Transporte_Publico;19.08;Normal
Hombre;29;174;86;No;2;6;Transporte_Publico;28.41;Sobrepeso
Hombre;55;152;50;Si;2;10;Transporte_Publico;21.64;Normal
Hombre;50;191;76;No;5;12;Transporte_Publico;20.83;Normal
Hombre;55;170;77;Si;1;3;Transporte_Publico;26.64;Sobrepeso
Mujer;35;168;60;Si;4;14;Transporte_Publico;21.26;Normal
Mujer;40;155;49;Si;4;10;Transporte_Publico;20.4;Normal
Mujer;65;198;78;No;5;11;Transporte_Publico;19.9;Normal
Mujer;32;195;78;Si;2;7;Transporte_Publico;20.51;Normal
Hombre;26;155;70;Si;2;4;Transporte_Publico;29.14;Sobrepeso
Hombre;54;194;110;Si;2;5;Transporte_Publico;29.23;Sobrepeso
Hombre;51;171;79;Si;2;4;Transporte_Publico;27.02;Sobrepeso
Hombre;35;177;82;No;1;4;Transporte_Publico;26.17;Sobrepeso
Hombre;39;195;119;No;2;3;Transporte_Publico;31.3;Obesidad
Hombre;45;196;88;No;3;10;Transporte_Publico;22.91;Normal
Mujer;62;183;94;Si;1;6;Coche;28.07;Sobrepeso
Mujer;49;156;77;Si;2;1;Coche;31.64;Obesidad
Mujer;63;164;57;Si;5;13;Coche;21.19;Normal
Mujer;29;196;114;Si;2;4;Coche;29.68;Sobrepeso
Hombre;48;183;69;No;3;7;Transporte_Publico;20.6;Normal
Hombre;47;179;81;No;1;3;Transporte_Publico;25.28;Sobrepeso
Mujer;62;170;67;Si;5;13;Coche;23.18;Normal
Mujer;60;164;49;Si;2;4;Coche;18.22;Delgadez
Mujer;45;183;67;No;3;13;Coche;20.01;Normal
Mujer;35;165;61;Si;4;11;Coche;22.41;Normal
Hombre;38;198;83;Si;5;7;Transporte_Publico;21.17;Normal
Hombre;65;185;67;No;5;9;Transporte_Publico;19.58;Normal
Hombre;50;163;86;No;1;4;Transporte_Publico;32.37;Obesidad
Hombre;25;180;87;No;2;3;Transporte_Publico;26.85;Sobrepeso
Hombre;37;148;31;No;1;2;Coche;14.15;Delgadez
Hombre;37;183;107;Si;0;1;Coche;31.95;Obesidad
Mujer;42;177;100;Si;0;4;Transporte_Publico;31.92;Obesidad
Mujer;25;167;88;No;1;3;Transporte_Publico;31.55;Obesidad
Hombre;65;151;31;No;2;8;Coche;13.6;Delgadez
Hombre;37;181;93;No;2;4;Coche;28.39;Sobrepeso
Hombre;49;189;73;Si;5;13;Coche;20.44;Normal
Hombre;46;187;67;No;2;10;Coche;19.16;Normal
Mujer;25;197;115;Si;1;4;Transporte_Publico;29.63;Sobrepeso
Mujer;38;172;92;No;2;4;Transporte_Publico;31.1;Obesidad
Hombre;64;187;84;No;3;13;Transporte_Publico;24.02;Normal
Hombre;18;179;88;Si;2;4;Transporte_Publico;27.46;Sobrepeso
Hombre;54;184;94;Si;2;5;Transporte_Publico;27.76;Sobrepeso
Hombre;54;170;82;Si;1;4;Transporte_Publico;28.37;Sobrepeso
Mujer;25;148;48;Si;2;10;Transporte_Publico;21.91;Normal
Mujer;52;161;75;No;1;5;Transporte_Publico;28.93;Sobrepeso
Hombre;49;196;87;Si;5;9;Transporte_Publico;22.65;Normal
Hombre;20;189;96;No;2;5;Transporte_Publico;26.87;Sobrepeso
Hombre;37;153;33;No;3;8;Coche;14.1;Delgadez
Hombre;21;175;86;Si;2;6;Coche;28.08;Sobrepeso
Hombre;30;196;115;Si;1;2;Transporte_Publico;29.94;Obesidad
Hombre;52;165;74;Si;2;4;Transporte_Publico;27.18;Sobrepeso
Hombre;45;193;111;No;2;6;Transporte_Publico;29.8;Sobrepeso
Hombre;62;187;85;Si;5;10;Transporte_Publico;24.31;Normal
Hombre;22;179;62;Si;3;14;Coche;19.35;Normal
Hombre;41;182;82;Si;3;10;Coche;24.76;Normal
Hombre;30;165;85;Si;2;1;Transporte_Publico;31.22;Obesidad
Hombre;36;166;76;No;2;5;Transporte_Publico;27.58;Sobrepeso
Hombre;53;152;67;Si;1;4;Transporte_Publico;29;Sobrepeso
Hombre;42;186;66;No;3;12;Transporte_Publico;19.08;Normal
Hombre;24;146;48;No;4;14;Coche;22.52;Normal
Hombre;22;153;78;No;1;2;Coche;33.32;Obesidad
Hombre;42;170;86;Si;2;3;Transporte_Publico;29.76;Sobrepeso
Hombre;22;155;41;Si;3;2;Transporte_Publico;17.07;Delgadez
Hombre;61;151;76;No;2;4;Coche;33.33;Obesidad
Hombre;18;154;76;Si;1;1;Coche;32.05;Obesidad
Hombre;60;197;82;No;5;11;Transporte_Publico;21.13;Normal
Hombre;45;166;85;No;0;4;Transporte_Publico;30.85;Obesidad
Hombre;64;166;87;No;2;1;Transporte_Publico;31.57;Obesidad
Hombre;60;174;98;Si;1;2;Transporte_Publico;32.37;Obesidad
Hombre;19;146;53;No;3;13;Coche;24.86;Normal
Hombre;33;167;56;Si;2;14;Coche;20.08;Normal
Hombre;53;182;104;No;2;2;Transporte_Publico;31.4;Obesidad
Hombre;65;183;86;No;1;4;Transporte_Publico;25.68;Sobrepeso
Hombre;41;156;75;No;1;4;Transporte_Publico;30.82;Obesidad
Hombre;51;153;73;Si;1;1;Transporte_Publico;31.18;Obesidad
Hombre;63;146;63;Si;2;4;Coche;29.56;Sobrepeso
Hombre;35;161;51;No;4;8;Coche;19.68;Normal
Hombre;48;173;62;Si;2;12;Transporte_Publico;20.72;Normal
Hombre;29;151;58;No;2;3;Transporte_Publico;25.44;Sobrepeso
Hombre;50;191;89;No;3;12;Transporte_Publico;24.4;Normal
Hombre;59;147;36;Si;2;7;Transporte_Publico;16.66;Delgadez
Hombre;32;184;78;Si;4;14;Coche;23.04;Normal
Hombre;54;160;62;Si;4;13;Coche;24.22;Normal
Hombre;53;171;59;No;3;14;Transporte_Publico;20.18;Normal
Hombre;19;185;89;Si;2;6;Transporte_Publico;26;Sobrepeso
Hombre;21;196;103;No;1;6;Coche;26.81;Sobrepeso
Hombre;65;162;83;No;0;3;Coche;31.63;Obesidad
Hombre;47;193;104;Si;1;5;Transporte_Publico;27.92;Sobrepeso
Hombre;64;183;108;No;0;3;Transporte_Publico;32.25;Obesidad
Hombre;53;172;55;No;4;12;Transporte_Publico;18.59;Normal
Hombre;60;168;73;No;2;3;Transporte_Publico;25.86;Sobrepeso
Hombre;39;184;69;No;3;13;Coche;20.38;Normal
Hombre;35;191;97;No;2;5;Coche;26.59;Sobrepeso
Hombre;31;158;65;No;1;5;Transporte_Publico;26.04;Sobrepeso
Hombre;58;177;87;No;2;3;Transporte_Publico;27.77;Sobrepeso
Hombre;30;188;72;Si;5;10;Coche;20.37;Normal
Hombre;19;175;80;No;1;6;Coche;26.12;Sobrepeso
Hombre;65;148;73;No;0;1;Transporte_Publico;33.33;Obesidad
Hombre;28;191;108;No;1;4;Transporte_Publico;29.6;Sobrepeso
Hombre;51;167;88;No;0;2;Transporte_Publico;31.55;Obesidad
Hombre;43;146;44;No;4;11;Transporte_Publico;20.64;Normal
Hombre;64;153;69;Si;2;4;Coche;29.48;Sobrepeso
Hombre;30;156;46;Si;3;10;Coche;18.9;Normal
Hombre;21;198;112;Si;1;5;Transporte_Publico;28.57;Sobrepeso
Hombre;63;167;74;Si;2;5;Transporte_Publico;26.53;Sobrepeso
Hombre;60;169;92;No;1;4;Coche;32.21;Obesidad
Hombre;24;177;93;No;1;5;Coche;29.68;Sobrepeso
Hombre;28;183;95;No;1;5;Transporte_Publico;28.37;Sobrepeso
Hombre;54;172;56;No;2;14;Transporte_Publico;18.93;Normal
Hombre;53;154;39;No;3;3;Coche;16.44;Delgadez
Hombre;40;196;78;Si;2;10;Coche;20.3;Normal
Hombre;45;194;103;Si;2;6;Transporte_Publico;27.37;Sobrepeso
Hombre;46;154;43;Si;2;5;Transporte_Publico;18.13;Delgadez
Hombre;25;154;55;No;3;10;Transporte_Publico;23.19;Normal
Hombre;18;184;80;Si;5;10;Transporte_Publico;23.63;Normal
Hombre;48;186;81;Si;4;9;Coche;23.41;Normal
Hombre;59;151;43;Si;3;14;Coche;18.86;Normal
Hombre;30;150;63;No;1;6;Transporte_Publico;28;Sobrepeso
Hombre;19;152;54;No;4;11;Transporte_Publico;23.37;Normal
Hombre;43;157;54;Si;2;8;Transporte_Publico;21.91;Normal
Hombre;62;190;77;Si;5;8;Transporte_Publico;21.33;Normal
Hombre;39;153;40;No;2;4;Transporte_Publico;17.09;Delgadez
Hombre;46;184;95;No;2;3;Transporte_Publico;28.06;Sobrepeso
Hombre;27;165;70;Si;2;6;Coche;25.71;Sobrepeso
Hombre;34;171;83;No;1;5;Coche;28.38;Sobrepeso
Hombre;24;185;74;No;3;9;Transporte_Publico;21.62;Normal
Hombre;64;183;84;No;1;6;Transporte_Publico;25.08;Sobrepeso
Hombre;59;189;86;Si;5;7;Transporte_Publico;24.08;Normal
Hombre;20;149;32;No;3;2;Transporte_Publico;14.41;Delgadez
Hombre;56;197;89;Si;5;8;Transporte_Publico;22.93;Normal
Hombre;49;189;76;No;3;8;Transporte_Publico;21.28;Normal
Hombre;38;166;82;No;1;4;Transporte_Publico;29.76;Sobrepeso
Hombre;52;175;59;No;2;9;Transporte_Publico;19.27;Normal
Hombre;49;156;61;No;2;6;Transporte_Publico;25.07;Sobrepeso
Hombre;59;198;88;No;3;9;Transporte_Publico;22.45;Normal
Hombre;24;176;69;No;3;12;Coche;22.28;Normal
Hombre;45;169;84;No;1;4;Coche;29.41;Sobrepeso
Hombre;54;157;47;Si;4;10;Transporte_Publico;19.07;Normal
Hombre;39;163;57;No;3;14;Transporte_Publico;21.45;Normal
Hombre;46;168;83;Si;2;4;Transporte_Publico;29.41;Sobrepeso
Hombre;41;187;94;No;1;6;Transporte_Publico;26.88;Sobrepeso
Hombre;36;154;53;Si;5;12;Coche;22.35;Normal
Hombre;44;174;67;Si;4;14;Coche;22.13;Normal
Hombre;59;189;75;No;4;12;Transporte_Publico;21;Normal
Hombre;21;162;51;No;4;7;Transporte_Publico;19.43;Normal
Hombre;20;181;81;No;2;8;Transporte_Publico;24.72;Normal
Hombre;41;162;81;No;0;1;Transporte_Publico;30.86;Obesidad
Hombre;41;158;39;Si;3;2;Coche;15.62;Delgadez
Hombre;24;168;86;No;1;3;Coche;30.47;Obesidad
Hombre;45;151;69;Si;1;1;Transporte_Publico;30.26;Obesidad
Hombre;54;156;60;No;3;10;Transporte_Publico;24.65;Normal
Hombre;42;174;62;No;3;12;Coche;20.48;Normal
Hombre;47;178;94;Si;1;5;Coche;29.67;Sobrepeso
Hombre;59;149;57;Si;2;3;Transporte_Publico;25.67;Sobrepeso
Hombre;64;190;85;Si;2;9;Transporte_Publico;23.55;Normal
Hombre;55;167;47;Si;1;7;Transporte_Publico;16.85;Delgadez
Hombre;64;176;84;No;2;5;Transporte_Publico;27.12;Sobrepeso
Hombre;36;160;57;No;3;13;Coche;22.27;Normal
Hombre;31;185;97;Si;2;6;Coche;28.34;Sobrepeso
Hombre;24;165;57;Si;3;7;Transporte_Publico;20.94;Normal
Hombre;48;194;81;Si;5;7;Transporte_Publico;21.52;Normal
Hombre;50;172;68;Si;4;10;Coche;22.99;Normal
Hombre;45;189;90;Si;1;6;Coche;25.2;Sobrepeso
Hombre;44;181;63;No;2;9;Transporte_Publico;19.23;Normal
Hombre;62;164;81;Si;0;3;Transporte_Publico;30.12;Obesidad
Hombre;20;169;52;No;3;2;Transporte_Publico;18.21;Delgadez
Hombre;30;175;74;No;5;9;Transporte_Publico;24.16;Normal
Hombre;58;157;40;No;1;4;Coche;16.23;Delgadez
Hombre;47;179;74;Si;3;7;Coche;23.1;Normal
Hombre;51;163;86;No;2;4;Transporte_Publico;32.37;Obesidad
Hombre;62;166;63;No;3;9;Transporte_Publico;22.86;Normal
Hombre;54;176;95;Si;0;4;Coche;30.67;Obesidad
Hombre;20;189;105;No;1;3;Coche;29.39;Sobrepeso
Hombre;46;191;74;No;5;11;Transporte_Publico;20.28;Normal
Hombre;55;185;99;No;2;4;Transporte_Publico;28.93;Sobrepeso
Hombre;56;185;86;Si;1;4;Coche;25.13;Sobrepeso
Hombre;35;169;62;Si;4;10;Coche;21.71;Normal
Hombre;59;192;94;Si;2;3;Transporte_Publico;25.5;Sobrepeso
Hombre;43;186;99;No;2;4;Transporte_Publico;28.62;Sobrepeso
Hombre;46;192;90;No;2;12;Transporte_Publico;24.41;Normal
Hombre;32;194;118;No;2;2;Transporte_Publico;31.35;Obesidad
Hombre;57;177;77;No;4;12;Coche;24.58;Normal
Hombre;53;175;85;No;2;3;Coche;27.76;Sobrepeso
Hombre;22;173;61;Si;2;11;Transporte_Publico;20.38;Normal
Hombre;61;188;89;Si;1;6;Transporte_Publico;25.18;Sobrepeso
Hombre;42;173;79;Si;2;4;Transporte_Publico;26.4;Sobrepeso
Hombre;27;189;77;No;5;13;Transporte_Publico;21.56;Normal
Hombre;54;147;40;No;5;13;Transporte_Publico;18.51;Normal
Hombre;50;160;51;No;4;7;Transporte_Publico;19.92;Normal
Hombre;49;156;37;No;3;2;Coche;15.2;Delgadez
Hombre;21;198;119;Si;0;1;Coche;30.35;Obesidad
Hombre;30;195;93;No;3;12;Transporte_Publico;24.46;Normal
Hombre;22;184;69;Si;3;11;Transporte_Publico;20.38;Normal
Hombre;35;180;68;No;5;8;Transporte_Publico;20.99;Normal
Hombre;63;146;58;No;2;4;Transporte_Publico;27.21;Sobrepeso
Hombre;63;179;62;Si;2;10;Transporte_Publico;19.35;Normal
Hombre;56;150;56;Si;4;12;Transporte_Publico;24.89;Normal
Hombre;53;192;87;No;2;11;Transporte_Publico;23.6;Normal
Hombre;65;189;112;Si;2;2;Transporte_Publico;31.35;Obesidad
Hombre;42;187;72;Si;3;12;Transporte_Publico;20.59;Normal
Hombre;56;182;73;No;4;12;Transporte_Publico;22.04;Normal
Hombre;43;198;82;Si;4;10;Coche;20.92;Normal
Hombre;49;146;52;No;5;9;Coche;24.39;Normal
Hombre;61;197;114;No;2;6;Transporte_Publico;29.37;Sobrepeso
Hombre;18;179;73;No;4;7;Transporte_Publico;22.78;Normal
Hombre;40;187;85;No;4;7;Transporte_Publico;24.31;Normal
Hombre;59;196;78;No;5;11;Transporte_Publico;20.3;Normal
Hombre;44;187;107;Si;2;1;Transporte_Publico;30.6;Obesidad
Hombre;53;188;69;No;4;10;Transporte_Publico;19.52;Normal
Hombre;47;185;110;Si;2;2;Transporte_Publico;32.14;Obesidad
Hombre;56;187;80;Si;2;14;Transporte_Publico;22.88;Normal
Hombre;59;162;70;No;2;5;Transporte_Publico;26.67;Sobrepeso
Hombre;42;152;47;Si;5;9;Transporte_Publico;20.34;Normal
Hombre;30;195;105;No;2;4;Coche;27.61;Sobrepeso
Hombre;18;190;111;Si;2;4;Coche;30.75;Obesidad
Hombre;36;174;97;No;0;4;Coche;32.04;Obesidad
Hombre;22;195;108;No;2;5;Coche;28.4;Sobrepeso
Hombre;59;154;37;No;1;3;Transporte_Publico;15.6;Delgadez
Hombre;30;163;77;No;1;5;Transporte_Publico;28.98;Sobrepeso
Hombre;41;168;50;Si;3;6;Transporte_Publico;17.72;Delgadez
Hombre;32;146;42;Si;4;9;Transporte_Publico;19.7;Normal
Hombre;33;161;41;No;2;9;Transporte_Publico;15.82;Delgadez
Hombre;65;175;100;No;1;3;Transporte_Publico;32.65;Obesidad
Hombre;43;171;79;No;1;5;Transporte_Publico;27.02;Sobrepeso
Hombre;38;159;68;Si;1;5;Transporte_Publico;26.9;Sobrepeso
Hombre;40;194;97;No;2;5;Coche;25.77;Sobrepeso
Hombre;24;189;72;No;5;12;Coche;20.16;Normal
Hombre;27;198;79;Si;2;14;Coche;20.15;Normal
Hombre;31;179;67;No;4;11;Coche;20.91;Normal
Hombre;40;164;46;Si;1;2;Transporte_Publico;17.1;Delgadez
Hombre;20;190;108;No;0;1;Transporte_Publico;29.92;Obesidad
Hombre;24;171;79;Si;1;4;Transporte_Publico;27.02;Sobrepeso
Hombre;53;193;102;Si;1;5;Transporte_Publico;27.38;Sobrepeso
Hombre;54;193;88;Si;5;9;Coche;23.62;Normal
Hombre;41;170;67;Si;4;14;Coche;23.18;Normal
Hombre;24;198;103;Si;2;4;Transporte_Publico;26.27;Sobrepeso
Hombre;57;173;82;Si;2;5;Transporte_Publico;27.4;Sobrepeso
Hombre;43;195;111;Si;1;5;Transporte_Publico;29.19;Sobrepeso
Hombre;65;183;106;Si;2;3;Transporte_Publico;31.65;Obesidad
Hombre;49;153;68;No;1;3;Transporte_Publico;29.05;Sobrepeso
Hombre;52;179;70;No;5;9;Transporte_Publico;21.85;Normal
Hombre;58;190;88;No;3;12;Transporte_Publico;24.38;Normal
Hombre;28;184;106;No;0;3;Transporte_Publico;31.31;Obesidad
Hombre;32;150;60;No;2;4;Transporte_Publico;26.67;Sobrepeso
Hombre;48;187;85;No;2;8;Transporte_Publico;24.31;Normal
Hombre;18;173;79;Si;1;4;Coche;26.4;Sobrepeso
Hombre;65;150;68;Si;0;4;Coche;30.22;Obesidad
Hombre;40;192;77;Si;3;9;Coche;20.89;Normal
Hombre;61;196;108;Si;2;6;Coche;28.11;Sobrepeso
Hombre;60;161;66;Si;2;6;Transporte_Publico;25.46;Sobrepeso
Hombre;61;164;73;Si;1;5;Transporte_Publico;27.14;Sobrepeso
Hombre;41;146;42;No;2;11;Transporte_Publico;19.7;Normal
Hombre;26;160;55;Si;4;13;Transporte_Publico;21.48;Normal
Hombre;18;190;104;Si;2;4;Coche;28.81;Sobrepeso
Hombre;24;151;51;Si;2;9;Coche;22.37;Normal
Hombre;58;186;71;No;5;7;Coche;20.52;Normal
Hombre;34;155;61;Si;2;5;Coche;25.39;Sobrepeso
Hombre;59;171;72;Si;5;8;Transporte_Publico;24.62;Normal
Hombre;50;181;86;Si;1;4;Transporte_Publico;26.25;Sobrepeso
Hombre;32;195;116;Si;0;3;Transporte_Publico;30.51;Obesidad
Hombre;37;194;96;No;1;6;Transporte_Publico;25.51;Sobrepeso
Hombre;46;189;107;Si;1;3;Transporte_Publico;29.95;Obesidad
Hombre;56;161;43;No;1;8;Transporte_Publico;16.59;Delgadez
Hombre;18;146;66;No;1;4;Transporte_Publico;30.96;Obesidad
Hombre;20;187;101;Si;1;4;Transporte_Publico;28.88;Sobrepeso
Hombre;23;175;88;No;1;6;Coche;28.73;Sobrepeso
Hombre;21;178;71;No;4;14;Coche;22.41;Normal
Hombre;65;190;71;Si;2;14;Coche;19.67;Normal
Hombre;59;176;61;Si;2;11;Coche;19.69;Normal
Hombre;36;196;93;No;5;9;Transporte_Publico;24.21;Normal
Hombre;48;168;63;No;3;13;Transporte_Publico;22.32;Normal
Hombre;44;165;80;Si;1;6;Transporte_Publico;29.38;Sobrepeso
Hombre;62;193;84;No;5;13;Transporte_Publico;22.55;Normal
Hombre;24;177;57;Si;2;6;Coche;18.19;Delgadez
Hombre;18;159;43;Si;1;6;Coche;17.01;Delgadez
Hombre;39;190;100;Si;2;5;Coche;27.7;Sobrepeso
Hombre;26;164;49;No;2;2;Coche;18.22;Delgadez
Hombre;43;197;114;Si;2;5;Transporte_Publico;29.37;Sobrepeso
Hombre;41;165;66;Si;4;8;Transporte_Publico;24.24;Normal
Hombre;62;198;101;No;1;6;Transporte_Publico;25.76;Sobrepeso
Hombre;42;197;89;Si;3;7;Transporte_Publico;22.93;Normal
Hombre;36;154;58;No;3;14;Coche;24.46;Normal
Hombre;48;194;112;No;2;5;Coche;29.76;Sobrepeso
Hombre;63;175;60;Si;4;12;Coche;19.59;Normal
Hombre;18;161;69;No;1;4;Coche;26.62;Sobrepeso
Hombre;22;193;82;Si;4;10;Transporte_Publico;22.01;Normal
Hombre;64;175;92;Si;0;2;Transporte_Publico;30.04;Obesidad
Hombre;29;168;72;Si;2;6;Transporte_Publico;25.51;Sobrepeso
Hombre;25;183;108;Si;2;4;Transporte_Publico;32.25;Obesidad
Hombre;29;174;82;Si;2;3;Transporte_Publico;27.08;Sobrepeso
Hombre;35;183;83;Si;3;10;Transporte_Publico;24.78;Normal
Hombre;63;164;44;No;1;6;Transporte_Publico;16.36;Delgadez
Hombre;36;169;82;No;1;4;Transporte_Publico;28.71;Sobrepeso
Hombre;45;178;79;No;2;12;Coche;24.93;Normal
